ID,FROM_ID,To_ID,DURATION_H,DIST_KM,Municipalicty
2,Helsingborg,10223,0.765666667,58.05136,Ã–rkelljunga
2,Helsingborg,10262,0.637319444,50.21507,Ã–rkelljunga
2,Helsingborg,10279,0.764619444,58.59294,Ã–rkelljunga
2,Helsingborg,10292,0.665780556,46.64581,Ã–rkelljunga
2,Helsingborg,10346,0.482519444,40.77874,Ã–rkelljunga
2,Helsingborg,10374,0.931711111,71.29115,Ã–rkelljunga
2,Helsingborg,10538,0.7561,60.47733,Ã–rkelljunga
2,Helsingborg,10563,0.808375,60.99061,Ã–rkelljunga
2,Helsingborg,10598,0.524336111,42.74717,Ã–rkelljunga
2,Helsingborg,10630,0.768838889,58.94611,Ã–rkelljunga
2,Helsingborg,10682,0.781102778,53.63208,Ã–rkelljunga
2,Helsingborg,10796,0.731558333,58.42751,Ã–rkelljunga
2,Helsingborg,10808,0.541458333,38.65589,Ã–rkelljunga
2,Helsingborg,10810,0.624025,45.47002,Ã–rkelljunga
2,Helsingborg,10843,0.747777778,58.06821,Ã–rkelljunga
2,Helsingborg,10876,0.680747222,54.95206,Ã–rkelljunga
2,Helsingborg,10908,0.443483333,39.04297,Ã–rkelljunga
2,Helsingborg,11011,0.688275,57.42916,Ã–rkelljunga
